event,date,division,rank,name,name_short,country,medal,date_raw,_page
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),5,CHIU CHING-YU,CHIU C,TPE,,SÁ. 7 FEB. 2026,33
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),1,POONAM,P,IND,Gold,SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),2,PREETI,P,IND,Silver,SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),3,SMITH IVY-JANE,SMITH I,ENG,Bronze,SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),3,HAMDI AYA,HAMDI A,FRA,Bronze,SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),5,CHONGPRONGKLANG NATNICHA,CHONGPRONGKLANG N,THA,,SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),5,GONZALEZ CACERES MARIA,GONZALEZ CACERES M,ESP,,SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),5,de FELICE ANGELA,de FELICE A,SUI,,SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),5,SHKEUL VICTORIIA,SHKEUL V,UKR,,SÁ. 7 FEB. 2026,34
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),1,RUENROS PUNRAWEE,RUENROS P,THA,Gold,SÁ. 7 FEB. 2026,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),2,WEERHEIM GABRIELLA,WEERHEIM G,NED,Silver,SÁ. 7 FEB. 2026,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),3,AL AHMADIEH MARIE,AL AHMADIEH M,CAN,Bronze,SÁ. 7 FEB. 2026,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),3,PARSONS VIVIEN,PARSONS V,ENG,Bronze,SÁ. 7 FEB. 2026,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),5,VINKA,V,IND,,SÁ. 7 FEB. 2026,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),5,CARDENAS FERNANDEZ ANDREA,CARDENAS FERNANDEZ,ESP,,SÁ. 7 FEB. 2026,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),5,HUTARINA DARIA-OLHA,HUTARINA D,UKR,,SÁ. 7 FEB. 2026,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),5,PRACHI,P,IND,,SÁ. 7 FEB. 2026,35
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),1,PRIYA,P,IND,Gold,SÁ. 7 FEB. 2026,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),2,DOVHAL TETIANA,DOVHAL T,UKR,Silver,SÁ. 7 FEB. 2026,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),3,van der TOORN MAUD,van der TOORN M,NED,Bronze,SÁ. 7 FEB. 2026,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),3,SOMNUEK THANANYA,SOMNUEK T,THA,Bronze,SÁ. 7 FEB. 2026,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),5,GALANO LOPEZ LAURA,GALANO LOPEZ L,ESP,,SÁ. 7 FEB. 2026,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),5,BAIDUKOVA VIKTORIYA,BAIDUKOVA V,KAZ,,SÁ. 7 FEB. 2026,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),5,GRAFEYEVA YEVGENIYA,GRAFEYEVA Y,KAZ,,SÁ. 7 FEB. 2026,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 60 Kg (EW-60 kg),5,PATIL DISHA VIJAY,PATIL D,IND,,SÁ. 7 FEB. 2026,36
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),1,ALLEN KAYLA,ALLEN K,ENG,Gold,SÁ. 7 FEB. 2026,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),2,SERIK NAZERKE,SERIK N,KAZ,Silver,SÁ. 7 FEB. 2026,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),3,YADAV PRANJAL,YADAV P,IND,Bronze,SÁ. 7 FEB. 2026,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),3,KAJAL,K,IND,Bronze,SÁ. 7 FEB. 2026,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),5,MERINOVA NATALIIA,MERINOVA N,UKR,,SÁ. 7 FEB. 2026,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),5,SOTO TORRES MARIANA,SOTO TORRES M,ESP,,SÁ. 7 FEB. 2026,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),5,ICHSHANOVA AKNAR,ICHSHANOVA A,KAZ,,SÁ. 7 FEB. 2026,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 65 Kg (EW-65 kg),5,JILKOVÁ VIKTORIE,JILKOVÁ V,CZE,,SÁ. 7 FEB. 2026,37
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70 kg),1,CHOURDHARY ARUNDHATI,CHOURDHARY A,IND,Gold,SÁ. 7 FEB. 2026,38
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70 kg),2,TARAN ANASTASIIA,TARAN A,UKR,Silver,SÁ. 7 FEB. 2026,38
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70 kg),3,MARTINEZ MAS DUNIA,MARTINEZ MAS D,ESP,Bronze,SÁ. 7 FEB. 2026,38
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70 kg),3,BADIN ANDREA,BADIN A,FRA,Bronze,SÁ. 7 FEB. 2026,38
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70 kg),5,ISSINA AZIZA,ISSINA A,KAZ,,SÁ. 7 FEB. 2026,38
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70 kg),5,LOPEZ MOTA LORENA,LOPEZ MOTA L,ESP,,SÁ. 7 FEB. 2026,38
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70 kg),5,MONTEMIGLIO MAEVA,MONTEMIGLIO M,CAN,,SÁ. 7 FEB. 2026,38
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 70 Kg (EW-70 kg),5,SNEHA,S,IND,,SÁ. 7 FEB. 2026,38
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75 kg),1,BORGOHAIN LOVLINA,BORGOHAIN L,IND,Gold,SÁ. 7 FEB. 2026,39
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75 kg),2,SMITH MARY-KATE,SMITH M,ENG,Silver,SÁ. 7 FEB. 2026,39
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75 kg),3,ECCLES ROSIE,ECCLES R,WAL,Bronze,SÁ. 7 FEB. 2026,39
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75 kg),3,THOKCHOM SANAMACHA CHANU,THOKCHOM S,IND,Bronze,SÁ. 7 FEB. 2026,39
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75 kg),5,PYLYPCHUK OLHA,PYLYPCHUK O,UKR,,SÁ. 7 FEB. 2026,39
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75 kg),5,GARCIA ADAME ALMA,GARCIA ADAME A,ESP,,SÁ. 7 FEB. 2026,39
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75 kg),5,SOKOLOVSKA ANASTASIYA,SOKOLOVSKA A,ESP,,SÁ. 7 FEB. 2026,39
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 75 Kg (EW-75 kg),5,PENNEY VIKTORIA,PENNEY V,CAN,,SÁ. 7 FEB. 2026,39
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 80 Kg (EW-80 kg),1,NAINA,N,IND,Gold,SÁ. 7 FEB. 2026,40
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 80 Kg (EW-80 kg),2,PISKUN RAISA,PISKUN R,UKR,Silver,SÁ. 7 FEB. 2026,40
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 80 Kg (EW-80 kg),3,SADYKOVA GUZAL,SADYKOVA G,KAZ,Bronze,SÁ. 7 FEB. 2026,40
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women + 80 Kg (EW+80 kg),1,SADYKOVA UMIDA,SADYKOVA U,KAZ,Gold,SÁ. 7 FEB. 2026,41
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women + 80 Kg (EW+80 kg),2,SEIITKAHNKYZY PANAR,SEIITKAHNKYZY P,KAZ,Silver,SÁ. 7 FEB. 2026,41
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women + 80 Kg (EW+80 kg),3,MANKIRAT KAUR,M,IND,Bronze,SÁ. 7 FEB. 2026,41
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women + 80 Kg (EW+80 kg),3,GULLEN ORTIZ TINDAYA LUCIA,GULLEN ORTIZ T,ESP,Bronze,SÁ. 7 FEB. 2026,41
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),1,TASHKENBAY SANZHAR,TASHKENBAY S,KAZ,Gold,SÁ. 7 FEB. 2026,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),2,MAGHRAOUI FRYHAH ISMAEL,MAGHRAOUI FRYHAH I,ESP,Silver,SÁ. 7 FEB. 2026,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),3,DIAZ LOPEZ CARLOS,DIAZ LOPEZ C,ESP,Bronze,SÁ. 7 FEB. 2026,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),3,ONGAROV NURZAT,ONGAROV N,KAZ,Bronze,SÁ. 7 FEB. 2026,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),5,SINGH RISHI,SINGH R,IND,,SÁ. 7 FEB. 2026,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),5,RUDYK MAKSYM,RUDYK M,UKR,,SÁ. 7 FEB. 2026,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 50 Kg (EM-50 kg),5,ROCK ISAIAH,ROCK I,CAN,,SÁ. 7 FEB. 2026,42
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55 kg),1,SABYRKHAN MAKHMUD,SABYRKHAN M,KAZ,Gold,SÁ. 7 FEB. 2026,43
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55 kg),2,TROWBRIDGE ELLIS,TROWBRIDGE E,ENG,Silver,SÁ. 7 FEB. 2026,43
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55 kg),3,MANDENGBAM JADUMANI SINGH,MANDENGBAM J,IND,Bronze,SÁ. 7 FEB. 2026,43
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55 kg),3,TOMINES MAXIMUS,TOMINES M,CAN,Bronze,SÁ. 7 FEB. 2026,43
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55 kg),5,WANUKAGA ALVIN,WANUKAGA A,SWE,,SÁ. 7 FEB. 2026,43
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55 kg),5,BARTWAL PAWAN,BARTWAL P,IND,,SÁ. 7 FEB. 2026,43
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55 kg),5,PENG CHIA-FENG,PENG C,TPE,,SÁ. 7 FEB. 2026,43
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 55 Kg (EM-55 kg),5,BORANBEK BEXULTAN,BORANBEK B,KAZ,,SÁ. 7 FEB. 2026,43
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60 kg),1,SACHIN,S,IND,Gold,SÁ. 7 FEB. 2026,44
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60 kg),2,AL AHMADIEH KEOMA-ALI,AL AHMADIEH K,CAN,Silver,SÁ. 7 FEB. 2026,44
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60 kg),3,DRYDEN JACK,DRYDEN J,ENG,Bronze,SÁ. 7 FEB. 2026,44
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60 kg),3,MOHAMMED HUSSAM UDDIN,MOHAMMED H,IND,Bronze,SÁ. 7 FEB. 2026,44
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60 kg),5,ABDURAIMOV AIDER,ABDURAIMOV A,UKR,,SÁ. 7 FEB. 2026,44
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60 kg),5,TEMIRZHANOV SERIK,TEMIRZHANOV S,KAZ,,SÁ. 7 FEB. 2026,44
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60 kg),5,MELKUMIAN GEORGES BENÍK,MELKUMIAN G,LUX,,SÁ. 7 FEB. 2026,44
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 60 Kg (EM-60 kg),5,DAHLY ALI,DAHLY A,UKR,,SÁ. 7 FEB. 2026,44
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65 kg),1,ALIIEV ELVIN,ALIIEV E,UKR,Gold,SÁ. 7 FEB. 2026,45
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65 kg),2,OUNAI MOHAMED,OUNAI M,FRA,Silver,SÁ. 7 FEB. 2026,45
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65 kg),3,IBARRECHE CONDE OIER,IBARRECHE CONDE O,ESP,Bronze,SÁ. 7 FEB. 2026,45
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65 kg),3,PIDNUCH KHUNATIP,PIDNUCH K,THA,Bronze,SÁ. 7 FEB. 2026,45
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65 kg),5,JAMWAL ABHINASH,JAMWAL A,IND,,SÁ. 7 FEB. 2026,45
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65 kg),5,TURNER JOE,TURNER J,ENG,,SÁ. 7 FEB. 2026,45
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65 kg),5,LABRIE GABRIEL ALY,LABRIE G,CAN,,SÁ. 7 FEB. 2026,45
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 65 Kg (EM-65 kg),5,RAGA LEWAS JOAN MARCEL,RAGA LEWAS J,ESP,,SÁ. 7 FEB. 2026,45
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70 kg),1,SABYRKHAN TOREKHAN,SABYRKHAN T,KAZ,Gold,SÁ. 7 FEB. 2026,46
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70 kg),2,DEEPAK,D,IND,Silver,SÁ. 7 FEB. 2026,46
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70 kg),3,HITESH,H,IND,Bronze,SÁ. 7 FEB. 2026,46
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70 kg),3,MURSAL NURBEK,MURSAL N,KAZ,Bronze,SÁ. 7 FEB. 2026,46
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70 kg),5,MAYUOM KOUC,MAYUOM K,DEN,,SÁ. 7 FEB. 2026,46
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70 kg),5,ROSALÉN PRIETO DAVID EDENÉL,ROSALÉN PRIETO D,ESP,,SÁ. 7 FEB. 2026,46
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70 kg),5,SANTORIELLO VINCENT,SANTORIELLO V,CAN,,SÁ. 7 FEB. 2026,46
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 70 Kg (EM-70 kg),5,MATIAKUBOV BOZORBOI,MATIAKUBOV B,UKR,,SÁ. 7 FEB. 2026,46
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75 kg),1,AKASH,A,IND,Gold,SÁ. 7 FEB. 2026,47
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75 kg),2,KONSBEKOV AMAN,KONSBEKOV A,KAZ,Silver,SÁ. 7 FEB. 2026,47
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75 kg),3,NURSEITOV TIMUR,NURSEITOV T,KAZ,Bronze,SÁ. 7 FEB. 2026,47
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75 kg),3,ZAKHARIEIEV YURII,ZAKHARIEIEV Y,UKR,Bronze,SÁ. 7 FEB. 2026,47
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75 kg),5,SAEZ CAÑERO JOSE LUIS,SAEZ CANERO J,ESP,,SÁ. 7 FEB. 2026,47
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75 kg),5,EL QADMI HASSANA,EL QADMI H,FRA,,SÁ. 7 FEB. 2026,47
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75 kg),5,SHAW-TULLIN KYLE,SHAW-TULLIN K,ENG,,SÁ. 7 FEB. 2026,47
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75 kg),5,SALAS MANUEL BENI,SALAS MANUEL B,BEL,,SÁ. 7 FEB. 2026,47
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80 kg),1,ILLIUSHA PAVLO,ILLIUSHA P,UKR,Gold,SÁ. 7 FEB. 2026,48
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80 kg),2,ANKUSH,A,IND,Silver,SÁ. 7 FEB. 2026,48
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80 kg),3,COY BERNAL PABLO,COY BERNAL P,ESP,Bronze,SÁ. 7 FEB. 2026,48
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80 kg),3,BEKTAS AZAMAT,BEKTAS A,KAZ,Bronze,SÁ. 7 FEB. 2026,48
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80 kg),5,JONGJOHO WEERAPON,JONGJOHO W,THA,,SÁ. 7 FEB. 2026,48
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80 kg),5,ZHAPKEKOV YERASSYL,ZHAPKEKOV Y,KAZ,,SÁ. 7 FEB. 2026,48
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80 kg),5,BEN OTHMEN RAYEN,BEN OTHMEN R,BEL,,SÁ. 7 FEB. 2026,48
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80 kg),5,CARCAMO UMAR,CARCAMO U,CAN,,SÁ. 7 FEB. 2026,48
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85 kg),1,ORALBAY NURBEK,ORALBAY N,KAZ,Gold,SÁ. 7 FEB. 2026,49
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85 kg),2,PANAH ARYAN SAED,PANAH ARYAN S,NEU,Silver,SÁ. 7 FEB. 2026,49
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85 kg),3,FRESNEDA RICARDO ADRIAN,FRESNEDA RICARDO A,ESP,Bronze,SÁ. 7 FEB. 2026,49
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85 kg),3,LAKTIONOV MYKOLA,LAKTIONOV M,UKR,Bronze,SÁ. 7 FEB. 2026,49
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85 kg),5,ZHASAN DANYLO,ZHASAN D,UKR,,SÁ. 7 FEB. 2026,49
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85 kg),5,RAZHBA MATVII,RAZHBA M,UKR,,SÁ. 7 FEB. 2026,49
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85 kg),5,JUGNOO,J,IND,,SÁ. 7 FEB. 2026,49
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85 kg),5,IBAÑEZ MATAIX RUBEN,IBAÑEZ MATAIX R,ESP,,SÁ. 7 FEB. 2026,49
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90 kg),1,REYES PLA ENMANUEL,REYES PLA E,ESP,Gold,SÁ. 7 FEB. 2026,50
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90 kg),2,TOGAMBAY SAGYNDYK,TOGAMBAY S,KAZ,Silver,SÁ. 7 FEB. 2026,50
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90 kg),3,OKOH ISSAC,OKOH I,ENG,Bronze,SÁ. 7 FEB. 2026,50
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90 kg),3,MICHOVSKYI PAVLO,MICHOVSKYI P,UKR,Bronze,SÁ. 7 FEB. 2026,50
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90 kg),5,RAKHMANOV ONGTALAP,RAKHMANOV O,KAZ,,SÁ. 7 FEB. 2026,50
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90 kg),5,SOUKOUNA KANDORO,SOUKOUNA K,FRA,,SÁ. 7 FEB. 2026,50
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90 kg),5,CHOUDHARY HARSH,CHOUDHARY H,IND,,SÁ. 7 FEB. 2026,50
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90 kg),5,BELEZIKA ELWIN,BELEZIKA E,SWE,,SÁ. 7 FEB. 2026,50
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90 kg),1,ORALBAY AIBEK,ORALBAY A,KAZ,Gold,SÁ. 7 FEB. 2026,51
