event,date,division,page_type,rank,name,name_short,noc,medal,previous_rank,points_total,date_raw,date_source,page
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 75 Kg (EM-75kg),draw_sheet,3,ZAKHARIEV YURII,ZAKHARIEV YURII,UKR,Bronze,,,SÁ. 7 FEB. 2026,As of line,2
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80kg),draw_sheet,3,COY BERNAL PABLO,COY BERNAL PABLO,ESP,Bronze,,,SÁ. 7 FEB. 2026,As of line,2
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 80 Kg (EM-80kg),draw_sheet,3,BEKTAS AZAMAT,BEKTAS AZAMAT,KAZ,Bronze,,,SÁ. 7 FEB. 2026,As of line,2
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85kg),draw_sheet,3,FRESNEDA RICARDO ADRIAN,FRESNEDA RICARDO ADRIAN,ESP,Bronze,,,SÁ. 7 FEB. 2026,As of line,2
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 85 Kg (EM-85kg),draw_sheet,3,LAKTIONOV MYKOLA,LAKTIONOV MYKOLA,UKR,Bronze,,,SÁ. 7 FEB. 2026,As of line,2
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90kg),draw_sheet,3,OKOH ISSAC,OKOH ISSAC,ENG,Bronze,,,SÁ. 7 FEB. 2026,As of line,2
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men - 90 Kg (EM-90kg),draw_sheet,3,MICHKOVSKYI PAVLO,MICHKOVSKYI PAVLO,UKR,Bronze,,,SÁ. 7 FEB. 2026,As of line,2
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90kg),draw_sheet,3,KHALETSKYN ANDRII,KHALETSKYN ANDRII,UKR,Bronze,,,SÁ. 7 FEB. 2026,As of line,2
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Men + 90 Kg (EM+90kg),draw_sheet,3,LOVCHYNSKYY DMYTRO,LOVCHYNSKYY DMYTRO,UKR,Bronze,,,SÁ. 7 FEB. 2026,As of line,2
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48kg),draw_sheet,3,LYNYC SOLOMIIA,LYNYC SOLOMIIA,UKR,Bronze,,,SÁ. 7 FEB. 2026,As of line,2
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48kg),draw_sheet,3,TURGANOVA YELYAUR,TURGANOVA YELYAUR,KAZ,Bronze,,,SÁ. 7 FEB. 2026,As of line,2
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51kg),draw_sheet,3,RAKSAT CHUTHAMAT,RAKSAT CHUTHAMAT,THA,Bronze,,,SÁ. 7 FEB. 2026,As of line,2
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51kg),draw_sheet,3,POKUSAI TAISSIA,POKUSAI TAISSIA,UKR,Bronze,,,SÁ. 7 FEB. 2026,As of line,2
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54kg),draw_sheet,3,SMITH IVY-JANE,SMITH IVY-JANE,ENG,Bronze,,,SÁ. 7 FEB. 2026,As of line,2
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54kg),draw_sheet,3,HAMDI AYA,HAMDI AYA,FRA,Bronze,,,SÁ. 7 FEB. 2026,As of line,2
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48 kg),draw_sheet,1,RANI MANJU,RANI M,IND,Gold,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,3
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48 kg),draw_sheet,2,LOPEZ DEL ARBOL MARTA,LOPEZ DEL ARBOL M,ESP,Silver,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,3
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48 kg),draw_sheet,3,LYNIV SOLOMIIA,LYNIV S,UKR,Bronze,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,3
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48 kg),draw_sheet,3,TURGANOVA YELYANUR,TURGANOVA Y,KAZ,Bronze,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,3
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 48 Kg (EW-48 kg),draw_sheet,5,D'ALMEIDA GLORIA,D'ALMEIDA G,FRA,,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,3
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),draw_sheet,1,NITU,N,IND,Gold,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,4
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),draw_sheet,2,GUTIERREZ SALMERON NOELIA,GUTIERREZ SALMERON,ESP,Silver,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,4
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),draw_sheet,3,RAKSAT CHUTHAMAT,RAKSAT C,THA,Bronze,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,4
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),draw_sheet,3,POKUSAI TAISSIA,POKUSAI T,UKR,Bronze,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,4
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),draw_sheet,5,WRIGHT MCKENZIE,WRIGHT M,CAN,,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,4
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),draw_sheet,5,BOUREGA MAYSSOUN,BOUREGA M,FRA,,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,4
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),draw_sheet,5,KUSUM,K,IND,,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,4
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 51 Kg (EW-51 kg),draw_sheet,5,CHIU CHING-YU,CHIU C,TPE,,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,4
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),draw_sheet,1,POONAM,P,IND,Gold,,,SÀ. 7 FEB. 2026,As of line,5
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),draw_sheet,2,PREETI,P,IND,Silver,,,SÀ. 7 FEB. 2026,As of line,5
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),draw_sheet,3,SMITH IVY-JANE,SMITH I,ENG,Bronze,,,SÀ. 7 FEB. 2026,As of line,5
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),draw_sheet,3,HAMDI AYA,HAMDI A,FRA,Bronze,,,SÀ. 7 FEB. 2026,As of line,5
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),draw_sheet,5,CHONGPRONGKLANG NATNICHA,CHONGPRONGKLANG N,THA,,,,SÀ. 7 FEB. 2026,As of line,5
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),draw_sheet,5,GONZALEZ CACERES MARIA,GONZALEZ CACERES M,ESP,,,,SÀ. 7 FEB. 2026,As of line,5
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),draw_sheet,5,de FELICE ANGELA,de FELICE A,SUI,,,,SÀ. 7 FEB. 2026,As of line,5
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 54 Kg (EW-54 kg),draw_sheet,5,SHKEUL VICTORIIA,SHKEUL V,UKR,,,,SÀ. 7 FEB. 2026,As of line,5
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),draw_sheet,1,RUENROS PUNRAWEE,RUENROS P,THA,Gold,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,6
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),draw_sheet,2,WEERHEIM GABRIELLA,WEERHEIM G,NED,Silver,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,6
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),draw_sheet,3,AL AHMADIEH MARIE,AL AHMADIEH M,CAN,Bronze,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,6
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),draw_sheet,3,PARSONS VIVIEN,PARSONS V,ENG,Bronze,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,6
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),draw_sheet,5,VINKA,V,IND,,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,6
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),draw_sheet,5,CARDENAS FERNANDEZ ANDREA,CARDENAS FERNANDEZ,ESP,,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,6
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),draw_sheet,5,HUTARINA DARIA-OLHA,HUTARINA D,UKR,,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,6
BOXAM ELITE 2026 - LA NUCÍA,2026-02-07,Elite Women - 57 Kg (EW-57 kg),draw_sheet,5,PRACHI,P,IND,,,,SÁ. 7 FEB. 2026,As of SÁ. 7 FEB. 2026,6
